,SSP1,SSP2,SSP3,SSP4,SSP5
0,5861.918698730862,5598.815347043888,5392.930989043953,5597.08859689941,6077.296918979833
1,5230.952408037822,4919.629866478846,4600.267252738139,4795.443008404821,5501.215491321952
2,3232.1002339863326,3110.2034406267026,2949.353719428882,3186.1792943946825,3493.1971180847104
3,7681.0158870788955,7424.368262595989,7232.918932689559,7398.137650815162,7871.116133530639
4,2238.335251928773,1961.5058906903785,1731.1519725484102,1915.3148355413173,2499.4124590645
5,3416.2750236311617,3785.8633247858884,4463.587801201176,3467.5935421033973,3269.474372364539
6,7593.465284043149,7285.37896497345,7044.7784366594715,7519.548308654094,8003.93010647673
7,3798.6979913638474,4250.869547607152,4930.417094799051,4881.795465630812,3737.75576942225
8,7319.730930244817,6800.317452599712,6398.787839875314,6796.89226386414,7751.52078618369
9,9146.412334093297,8502.419793328867,8004.454167407628,8498.173770958301,9681.588847469797
10,4714.462739194977,4569.317922019416,4370.210251815565,4659.816583932138,5020.330092696991
11,6676.482004008621,7540.288889135269,8762.988420241012,6478.327929144647,6667.059984827167
12,5021.338003869198,4820.522201503465,4644.773386568654,4785.455186395136,5201.596880105901
13,2052.3362804571307,2201.1964229352484,2387.707187166875,2092.2012284579437,2049.594836424858
14,3600.2595432877106,3573.6484913591135,3551.6212562770033,3593.9714145478383,3633.3806869991436
15,2137.8386776654806,2203.339908413743,2287.271025350074,2121.9858822505603,2137.0904694724304
16,6177.048546575083,5916.1178002316465,5562.682933814055,6078.489281894523,6735.713075185385
17,3297.325482401446,3140.188768379202,3020.1464984393474,3139.7420406345027,3425.7140697929767
18,1625.0774488573004,1590.6333347825744,1564.2527418191087,1590.4783569512585,1653.1262293929326
19,2615.265521373291,2540.4016663971292,2483.2157130684886,2540.0644058941175,2676.4579411851464
20,2737.9724772750665,2651.6660740621346,2500.538212222062,2561.944314793276,2886.4304771620555
21,5709.8232501711145,5630.863111055717,5547.981358867154,5598.623902878746,5777.50828935414
22,2849.3085745844955,2849.7966324310237,2856.3929066334545,2741.3149905736163,2911.2614947468783
23,3203.7793406058786,3197.259716300536,3211.676703877178,3143.9059893476597,3227.573451102087
24,1892.896544777598,1859.3278405398792,1833.5861916388055,1859.1768606298424,1920.1850344424502
25,2341.0697831534385,2409.501028937213,2497.0959384020607,2323.4702436654297,2365.7722402183012
26,3178.4226965313674,3338.769127926222,3478.3371052404855,3103.560014563628,3181.299098773375
27,2246.4539799478302,2222.4821934164925,2201.1570978057193,2218.23265938164,2267.615528112823
28,3297.259394314454,3471.654942073615,3700.3712519060123,3255.573409547167,3295.2885226104086
29,2187.7629915245307,2156.3949347913945,2132.312031903794,2156.253890769364,2213.2192709985848
30,2194.0,2194.0,2194.0,2194.0,2194.0
31,1728.522512921951,1707.6235726062052,1692.240397421085,1696.0840957988469,1752.0277142035577
32,1373.7161807459058,1489.5176200327078,1636.2810922682074,1404.6026310923828,1371.5952091611384
33,1056.4432457524936,1080.7149978113814,1111.5646531708217,1050.5434019128386,1056.1649576555924
34,3260.1620274202846,3173.407299157547,3053.4619126504663,3227.5885231854527,3441.146030900633
35,2597.1495555408655,2499.640231625682,2425.396093393323,2499.199975108171,2677.213708112771
36,4817.723983799259,4689.731626470941,4327.091375706019,4089.5335890400806,5304.167258930631
37,3766.874179118024,3812.59648518341,3922.609839210914,3705.936444028374,3790.078213358627
38,974.0,974.0,974.0,974.0,974.0
39,1081.8593430414915,1053.3969444175698,1002.9524529761335,1023.184396302133,1131.3485920728017
40,3696.4701691565842,3899.689877456629,3909.8601623503764,3489.4293590141324,4015.4887521772716
41,4087.196130983963,4027.3913643710157,3640.3087969964204,3831.796619002161,4461.884368547258
42,3175.503018317234,3074.9594715288895,2613.2067550677048,2849.6486255830873,3652.377164501781
43,1148.4120906987,1062.5176426818966,1030.0,1032.9419098451224,1624.7095474158054
44,5207.160099851535,4946.714096821836,4434.697740338027,4377.3816220634835,5811.913063221369
45,795.8461715060841,781.3984441474156,766.3669381850257,775.8742417660252,811.1051076803388
46,4309.246683849002,3502.7146114929187,1677.8691677816728,2581.159279750417,10042.694183717576
47,3506.121466666401,3641.1430755625424,3836.984107778519,3445.0607880536263,3544.249091119389
48,610.7242600963821,603.9217550387202,596.2138687921948,603.5418454913056,618.0215631930455
49,2841.734661366874,3242.289158520132,3699.906662748847,3610.1055554177883,2888.8709964005807
50,1159.001987204111,1200.6965368554224,1272.4706581101461,1149.946543502917,1161.891492042388
51,2555.087996416661,3319.3732625604935,4253.850225395948,4304.550482082623,2581.807420834102
52,857.4679416584196,843.7934907055018,814.6673442398319,851.069312963487,887.5585083774743
53,780.3281422673808,715.6782856878683,641.5716605528621,664.5412435081726,822.9422929432295
54,896.3042868642314,893.9988148123898,895.4385058127361,908.5820052363549,917.0031420908063
55,1138.5712824253278,1115.266262315814,1139.615134502694,1094.1966691058724,1153.0653682838972
56,1261.4206440422759,1243.559685585544,1225.0930740760616,1246.150381662863,1270.0019606537855
57,3572.9328598546417,3422.442751374386,3185.665678131228,3323.587085912071,3846.95025020745
58,14379.863350389445,8750.162291211189,5682.160078217951,4718.687540931257,19581.545168679695
59,2074.1910488165,2897.409595832344,4820.189199148197,4679.315347089875,1976.660074952186
60,2138.946183937792,2772.4325692021416,3686.4702487606437,3633.669123020992,2076.180189491759
61,1127.355304413315,1003.5911358565546,905.7271975434358,856.3351533470923,1274.4152037170657
62,2224.3536524509545,2116.7990320059616,1977.2415209995709,2048.506281282131,2317.4718990375663
63,640.2969970016687,613.8543681617665,591.8912072790614,612.0942963039662,661.9008148888267
64,1911.443695845636,2036.4687452444373,2251.538533909364,2125.7215581517885,1983.3142446906777
65,1602.5878173813364,1146.4154685731767,876.9919269886103,803.220841151146,1921.8403212387898
66,1133.356189965679,1255.8006268995587,1423.595674191514,1137.1413354884066,1146.32571345597
67,576.2574858749649,654.9881545715826,803.2724058859329,780.4382140719864,573.6856397572101
68,2794.215732985885,2566.608246748257,2014.8506856152017,2199.3557737853284,3840.124471903924
69,1001.6474149310669,1131.9730093506578,1356.8270828439872,1315.8918107759098,953.9940956212229
70,677.2286875309707,678.3969790177533,698.4081909902355,653.0424535614184,693.7388333074687
71,513.1032597368636,682.2802985797757,971.0754588281944,920.1206170232856,472.1082365683967
72,1966.7575919658664,1564.9829749561811,1307.6934064376587,1032.206317036645,1971.7863812242651
73,886.5946494095425,915.7269538643305,952.5425698804584,853.0324018574507,911.8112328639392
74,1065.0,1065.0,1065.0,1065.0,1065.0
75,3139.111819205143,3969.516253818935,4644.358836701022,4805.428865407862,3230.2592197711087
76,746.7918508951211,644.0,644.0,644.0,1623.4061933193213
77,225.82794423501494,269.85070181351074,367.8640569934189,339.03704581250065,209.48840472980768
78,1299.050721728624,1323.3646808842072,1646.0596814398252,1388.3718416230486,1192.1682313105582
79,998.6492855214908,998.4960069574805,1019.7248322001692,915.2836060277646,1035.9071177088667
80,587.4984399940771,577.0248338192494,546.0221765899225,570.1278340816204,628.3982165554993
81,1022.7022244676172,990.938209552217,901.3196519093788,997.2982887860352,1109.6324955329517
82,496.0,496.0,496.0,496.0,496.0
83,580.0913938066343,682.0704807280264,782.0223915099256,559.1650527332336,613.2635346535782
84,889.30144821461,878.7388943224479,830.9878700341086,876.3395675138909,931.9295399711666
85,1311.5368149964618,1306.0795786651981,1244.1709335013861,1349.1802273052886,1426.3894770107513
86,349.36318047429387,348.714765881391,347.9703065735621,348.54051158353906,350.10907025034135
87,197.24626419666154,199.6850964805368,194.2149782441291,197.6784865657002,202.9772219547639
88,328.0,328.0,328.0,328.0,328.0
89,517.0,517.0,517.0,517.0,517.0
90,389.0,389.0,389.0,389.0,389.0
91,2044.086311119545,2015.7225981792856,1716.037675902398,1902.4963849851554,2362.9956000676775
92,20472.659465424313,10098.517615033343,5891.549853188808,4833.919153139383,28972.60806511769
93,381.0469171380372,378.05435809578694,373.2979066779336,377.0142234024681,384.92708493839194
94,1175.5901271811506,1593.3307403221174,2324.523258765582,2195.0829320161893,1097.3788891950696
95,1065.102567801266,990.9704175174036,968.0845466262678,864.1841183655292,1054.3822579982802
96,491.08142056639434,453.1377445227601,425.72302231346276,392.0815621093557,504.43674874316855
97,652.7851289628978,716.9032332963448,825.7516159080917,646.9026133508914,648.1468012161517
98,866.2439954692802,841.8943824798883,748.7437480901609,808.7954092141995,972.7632253349865
99,1141.5762413116472,1147.6592442695096,1095.8272166752067,1124.695619444973,1196.1258173977326
100,606.6774891458474,550.9878492773274,403.49039753984493,441.65399411262115,855.3073633619533
101,636.6445513854918,608.1689651109646,406.2789213919846,526.3883770777999,864.6443629617423
102,2263.463805758453,2527.9676654723976,2702.9644068229195,2341.4858293762422,2407.508710811572
103,714.2623464779265,709.3898957794287,655.5023012555544,697.1254405469392,769.8001186545173
104,285.0,285.0,285.0,285.0,285.0
105,267.0016101686167,262.74330039115983,260.53163222268034,262.8543095006159,268.6049737175999
106,397.3877567534334,396.43785117743664,395.5418102932156,395.9836418749707,398.0282859068544
107,260.7429448959956,273.0315331964027,292.33152742855856,253.961150515156,262.6278969993287
108,309.17839411992503,308.88771004162083,315.1276641158537,308.88776148629444,309.31428729257027
109,5716.314289075929,5237.003833393908,5068.998254369227,5174.9449101591335,5843.995431258001
110,154.0,154.0,154.0,154.0,154.0
111,221.0,221.0,221.0,221.0,221.0
112,137.0,137.0,137.0,137.0,137.0
113,2083.118477514682,2173.5784217106643,3416.5504455040173,2101.1654940808917,2062.579866989738
